id,x_abs,y_abs,x_rel,y_rel,width,height,label
0,370,22,0.22023809523809523,0.007058068655758742,76,147,Image
1,370,22,0.22023809523809523,0.007058068655758742,76,147,Image
2,448,20,0.26666666666666666,0.006416426050689766,69,151,Image
3,520,18,0.30952380952380953,0.005774783445620789,76,153,Image
4,520,18,0.30952380952380953,0.005774783445620789,76,153,Image
5,597,20,0.35535714285714287,0.006416426050689766,488,151,Image
6,1084,16,0.6452380952380953,0.005133140840551813,77,155,Image
7,1164,18,0.6928571428571428,0.005774783445620789,70,152,Image
8,1236,19,0.7357142857142858,0.0060956047481552774,76,152,Image
9,373,245,0.2220238095238095,0.07860121912094963,636,310,Image
10,373,245,0.2220238095238095,0.07860121912094963,636,310,Image
11,580,565,0.34523809523809523,0.1812640359319859,428,129,Text
12,580,565,0.34523809523809523,0.1812640359319859,428,129,Text
13,580,565,0.34523809523809523,0.1812640359319859,428,129,Text
14,580,565,0.34523809523809523,0.1812640359319859,428,129,Text
15,366,694,0.21785714285714286,0.22264998395893487,650,11,Line
16,370,725,0.22023809523809523,0.232595444337504,152,227,Image
17,370,725,0.22023809523809523,0.232595444337504,152,227,Image
18,548,720,0.3261904761904762,0.23099133782483156,468,235,Text
19,548,720,0.3261904761904762,0.23099133782483156,468,235,Text
20,1040,187,0.6190476190476191,0.05999358357394931,275,47,Navigation Menu
21,368,971,0.21904761904761905,0.3115174847609881,649,15,Line
22,368,1190,0.21904761904761905,0.3817773500160411,648,20,Line
23,369,1394,0.21964285714285714,0.44722489573307667,645,16,Line
24,365,1597,0.21726190476190477,0.5123516201475778,652,15,List
25,366,1798,0.21785714285714286,0.57683670195701,648,16,Line
26,367,2001,0.21845238095238095,0.641963426371511,652,13,Line
27,372,2203,0.22142857142857142,0.7067693294834777,644,15,Line
28,372,2203,0.22142857142857142,0.7067693294834777,644,15,Line
29,374,1001,0.2226190476190476,0.3211421238370228,148,102,Image
30,546,994,0.325,0.31889637471928134,471,173,Text
31,546,994,0.325,0.31889637471928134,471,173,Text
32,373,1228,0.2220238095238095,0.3939685595123516,149,99,Image
33,543,1219,0.32321428571428573,0.3910811677895412,473,168,Text
34,373,1423,0.2220238095238095,0.4565287135065768,147,103,Image
35,545,1423,0.3244047619047619,0.4565287135065768,469,165,Text
36,371,1627,0.22083333333333333,0.5219762592236125,152,100,Image
37,545,1622,0.3244047619047619,0.5203721527109401,471,171,Text
38,374,1833,0.2226190476190476,0.588065447545717,150,81,Image
39,374,2035,0.2226190476190476,0.6528713506576836,147,95,Image
40,374,2236,0.2226190476190476,0.7173564324671158,150,95,Image
41,374,2236,0.2226190476190476,0.7173564324671158,150,95,Image
42,370,2432,0.22023809523809523,0.7802374077638755,153,100,Image
43,367,2400,0.21845238095238095,0.7699711260827719,646,18,Line
44,370,2605,0.22023809523809523,0.835739493102342,642,17,Line
45,364,2705,0.21666666666666667,0.8678216233557908,952,24,Line
46,364,2705,0.21666666666666667,0.8678216233557908,952,24,Line
47,1077,2775,0.6410714285714286,0.890279114533205,95,20,Input field
48,1172,2774,0.6976190476190476,0.8899582932306705,18,22,Button
49,1075,2773,0.6398809523809523,0.889637471928136,118,22,Form
50,852,2775,0.5071428571428571,0.890279114533205,20,19,Icon
51,1043,567,0.6208333333333333,0.18190567853705486,269,362,List
52,1047,979,0.6232142857142857,0.31408405518126403,267,225,List
53,1044,1218,0.6214285714285714,0.39076034648700675,262,199,List
54,1044,1218,0.6214285714285714,0.39076034648700675,262,199,List
55,603,2745,0.35892857142857143,0.8806544754571703,210,43,Input field
56,363,2765,0.21607142857142858,0.8870709015078602,202,94,Text
57,897,2773,0.5339285714285714,0.889637471928136,21,21,Icon
58,877,2769,0.5220238095238096,0.888354186717998,18,26,Icon
59,877,2769,0.5220238095238096,0.888354186717998,18,26,Icon
60,843,2763,0.5017857142857143,0.8864292589027911,86,36,List
61,364,2876,0.21666666666666667,0.9226820660891883,217,30,Input field
62,369,2920,0.21964285714285714,0.9367982034007059,53,27,Button
63,367,2633,0.21845238095238095,0.8447224895733076,150,57,Button
64,367,2633,0.21845238095238095,0.8447224895733076,150,57,Button
65,1046,1476,0.6226190476190476,0.4735322425409047,96,38,Button
