id,x_abs,y_abs,x_rel,y_rel,width,height,label
0,1085,395,0.6458333333333334,0.01511441034667483,202,43,Text
1,1047,248,0.6232142857142857,0.009489553837912298,277,279,Image
2,355,635,0.2113095238095238,0.024297849544654474,669,39,Text
3,350,583,0.20833333333333334,0.022308104385092217,496,40,Text
4,1048,548,0.6238095238095238,0.020968852835386853,277,284,Image
5,643,1398,0.3827380952380952,0.053493533328231424,253,60,Input field
6,899,1398,0.5351190476190476,0.053493533328231424,138,61,Button
7,641,1395,0.381547619047619,0.05337874033825668,398,66,Form
8,693,3036,0.4125,0.11617050585444248,292,199,Image
9,354,5660,0.21071428571428572,0.21657610775235325,489,347,List
10,1076,89,0.6404761904761904,0.0034055253692507844,243,32,Navigation Menu
11,2,3,0.0011904761904761906,0.00011479298997474554,39,34,Icon
12,690,2214,0.4107142857142857,0.08471722660136222,279,47,Text
