id,x_abs,y_abs,x_rel,y_rel,width,height,label
0,806,15,0.4797619047619048,0.0033318525099955577,66,64,Icon
1,533,4,0.31726190476190474,0.000888494002665482,628,85,Navigation Menu
2,567,656,0.3375,0.14571301643713905,540,44,Text
3,763,743,0.45416666666666666,0.16503776099511328,141,53,Button
4,302,999,0.17976190476190476,0.22190137716570413,1081,98,Text
5,686,1149,0.4083333333333333,0.2552199022656597,290,50,Text
6,825,1201,0.49107142857142855,0.26677032430031095,32,32,Icon
7,0,1266,0,0.2812083518436251,562,563,Image
8,722,3607,0.4297619047619048,0.8011994669035984,47,52,Icon
9,766,3607,0.45595238095238094,0.8011994669035984,48,52,Icon
10,605,3688,0.3601190476190476,0.8191914704575745,405,54,Input field
11,1009,3691,0.6005952380952381,0.8198578409595735,83,49,Button
12,601,3686,0.35773809523809524,0.8187472234562416,494,60,Form
13,945,4098,0.5625,0.9102621057307864,161,50,Button
